codigo;categoria;marca;nuevo;descuento;producto;precio;inventario
AYC019;6;15;0;0;CUBIERTA SILLIN AX 100/AKT 100/AY 100 AZUL SPECIAL I.BIKE;33000;2
AYC020;6;24;0;0;AMORTIGUADOR CRYPTON CROMADO PAR I.BIKE;83000;3
AYC063;6;6;0;0;CUBIERTA SILLIN RX 115 NEGRA I.BIKE;28000;2
AYC084;6;28;0;0;GUARDABARRO DEL V 80 NEGRO BRILLANTE I.BIKE;39000;1
AYC130N;6;24;0;0;GUARDABARRO DEL CRYPTON 110 NEGRO I.BIKE;45000;1
AYC131;6;1;0;0;GUARDABARRO DEL CRYPTON 110 ROJO I.BIKE;47000;1
AYC158;6;18;0;0;CUBIERTA SILLIN RX 115 AZUL I.BIKE;28000;1
AYP101;6;24;0;0;PEDAL CRANK VIVA 115 BIKE;19000;2
AZ1200;6;4;0;0;RECTIFICADOR CORRIENTE RX 115 DUNA;5000;18
AZ2323;6;5;0;0;RELAY LIBERO 125 XTZ 125MN XR 125 150 YBR 125 SS TIPO 12 DUNA;25000;20
AZ4610;6;8;0;0;ARRANQUE AKT 125 DYNAMIC R DUNA;69000;2
AZ4623;6;21;0;0;ARRANQUE AKT 125 EVO NE AKT TTR 125 150 180 125 NKD DUNA;81000;2
AZ4640;6;7;0;0;ARRANQUE DISCOVER 125 ST/PULSAR 135/BOXER 100 DUNA;108000;2
AZ4665;6;28;0;0;ARRANQUE PULSAR 200 NS DUNA;109000;2
AZ4763;6;6;0;0;ARRANQUE TVS 100 SPORT DUNA;79000;2
AZ4792;6;29;0;0;ARRANQUE FZ 2.0 DUNA;85000;2
AZ4805;6;1;0;0;SWITCH AKT 110/X DUNA;21000;4
AZ4825;6;17;0;0;SWITCH PULSAR 200 NS/DISCOVER 125 ST DUNA;31000;3
AZ482515;6;24;0;0;SWITCH ACTIV 110 DUNA;22000;3
AZ482535;6;18;0;0;SWITCH ECO 110+ UNA PATA DUNA;15000;3
AZ483205;6;13;0;0;SWITCH WAVE 110 DUNA;22000;2
AZ4837;6;12;0;0;SWITCH AX-4/GN 125 NOVA DUNA;39000;2
AZ840725;6;30;0;0;SWITCH AKT RTX 150 DUNA;35000;3
B00009;6;23;0;0;AMORTIGUADOR BOXER CT 100 SRS REYPAR;138000;3
B00012;6;28;0;0;BARRAS PULSAR 135 SIN TAPON REYPAR;89000;1
B00016;6;30;0;0;CUNAS AGILITY/DYNAMIC JETAR REYPAR;18000;7
B00017;6;14;0;0;CUNAS DISCOVER 125 ST/DISCOVER 100M JETAR REYPAR;16000;3
B00019;6;30;0;0;BARRAS DISCOVER 125 DTSI 135 SRS REYPAR;129000;3
B00020;6;2;0;0;BARRAS PULSAR 180 UG SRS REYPAR;146000;6
B00021;6;6;0;0;BARRAS BOXER CT 100 SRS REYPAR;115000;5
B00073;6;26;0;0;RETEN BARRA 31X43X10.5 PULSAR MQP REYPAR;7000;194
B00080;6;29;0;0;RETEN BARRA 30X42X11 BOXER CT MQP REYPAR;7000;172
B00089;6;4;0;0;PIÑON VELOCIMETRO PULSAR 180 COMPLETO MQP REYPAR;35000;3
B00092;6;27;0;0;PIÑON VELOCIMETRO PLATINO 100/125 MQP REYPAR;6000;9
B00102;6;19;0;0;BUJE SUSPENSION MOTOCARRO RE 205 CANASTILLA MQP REYPAR;12000;1
B002;6;28;0;0;BUJE PORTA PLATO RX 115 JKM;6000;1
B005;6;20;0;0;BUJE PORTA PLATO ECO-100 JKM;6000;5
B007;6;18;0;0;BUJE PORTA PLATO FZ 16 JKM;6000;4
B010;6;22;0;0;BUJE PORTA PLATO CB 110 JKM;6000;8
B012;6;6;0;0;BUJE PORTA PLATO GN 125 JKM;6000;3
B013;6;11;0;0;BUJE PORTA PLATO PLATINO 100 JKM;8000;8
B0L-F3145JAPON;6;10;0;0;RETEN BARRA XTZ 150 ARUSU JAPONES;23000;48
B10004;6;24;0;0;BALANCINES PULSAR 135 LS MQP REYPAR;60000;2
B10009;6;4;0;0;TENSOR CADENILLA PULSAR 180/DISCOVER 135 MQP REYPAR;17000;9
B10010;6;4;0;0;TENSOR CADENILLA PULSAR 135 NEGRO MQP REYPAR;17000;9
B10014;6;12;0;0;ANILLOS 0.50 PULSAR 135 MQP;23000;1
B10028;6;16;0;0;PEDAL CAMBIOS PULSAR 135 LS MQP REYPAR;48000;8
B10047;6;3;0;0;KIT CILINDRO PULSAR 180 MPS REYPAR;179000;2
B10055;6;19;0;0;KIT CILINDRO DISCOVER 100S MPS REYPAR;149000;2
B10056;6;8;0;0;KIT CILINDRO DISCOVER 125 ST MPS REYPAR;175000;3
B10061;6;14;0;0;KIT CILINDRO AGILITY 125 MPS REYPAR;119000;5
B10067;6;5;0;0;KIT VALVULAS PULSAR 180 UG MPS REYPAR;27000;2
B10075;6;30;0;0;DISCOS CLUTCH PULSAR 180/200 GRANDE MPS REYPAR;25000;4
B10077;6;29;0;0;ARBOL LEVAS AGILITY 125 MPS REYPAR;55000;3
B10079;6;2;0;0;CENTRO CLUTCH PULSAR 135 MPS REYPAR;89000;5
B10080;6;25;0;0;CENTRO CLUTCH PULSAR 180 UG 5T MPS REYPAR;89000;10
B10081;6;26;0;0;CENTRO CLUTCH PULSAR 200 NS/DUKE 200 REYPAR;79000;6
B10083;6;30;0;0;CARBURADOR AGILITY 125/AKT DYNAMIC 125 MPS REYPAR;159000;1
B10084;6;28;0;0;CARBURADOR BOXER CT 100 MPS REYPAR;85000;1
B10085;6;22;0;0;CARBURADOR DISCOVER 135 JETAR REYPAR;195000;3
B10086;6;9;0;0;CARBURADOR PULSAR 135/DISCOVER 125 ST MPS REYPAR;245000;1
B10087;6;18;0;0;CARBURADOR PULSAR 180 UG/II REYPAR;185000;4
B10089;6;15;0;0;BENDIX DISCOVER 135/PULSAR MPS REYPAR;50000;1
B10098;6;29;0;0;GUAYA ACELERADOR PULSAR 135 LS JETAR REYPAR;13000;1
B10119;6;21;0;0;KIT VALVULAS AGILITY 125 MPS REYPAR;24000;2
B10121;6;24;0;0;KIT VALVULAS PLATINO 125 MPS REYPAR;25000;1
B10122;6;17;0;0;BENDIX PULSAR 135/DISCOVER MPS REYPAR;44000;4
B10124;6;27;0;0;BENDIX XCD 125/PLATINO 125 MPS REYPAR;46000;2
B10131;6;2;0;0;KIT CILINDRO DISCOVER 100M MPS REYPAR;135000;5
B10132;6;21;0;0;KIT CILINDRO PULSAR 160 NS MPS REYPAR;155000;5
B10133;6;3;0;0;BENDIX AGILITY 125 MPS REYPAR;60000;4
B10134;6;10;0;0;BALANCINES AGILITY 125 MPS REYPAR;22000;6
B10212;6;13;0;0;FILTRO AIRE DISCOVER 125/DISCOVER 150/PULSAR 150 MPS REYPAR;16000;3
B10596;6;29;0;0;RETEN 12X22X9 PULSAR 180 MQP REYPAR;4000;18
B10601;6;23;0;0;TAPON CARCAZA PULSAR I VEER;2000;8
B10602;6;9;0;0;DISCOS CLUTCH PULSAR 180 BLACK MQP REYPAR;22000;2
B10606;6;1;0;0;PEDAL CRANK PULSAR 180 MQP REYPAR;58000;3
B10628;6;19;0;0;TENSOR CADENILLA PULSAR II EXTERNA MQP REYPAR;18000;4
B10631;6;20;0;0;BALANCIN BOXER CT SIN DU101060 CANASTILLA;29000;4
B10633;6;1;0;0;KIT VALVULAS BOXER 100 CT MQP;15000;1
B10635;6;26;0;0;TENSOR CADENILLA BOXER CT 100 MQP REYPAR;19000;4
B10656;6;21;0;0;DISCOS CLUTCH BOXER CT 100/DISCOVER MQP REYPAR;20000;12
B10658;6;19;0;0;PEDAL CRANK BOXER CT MQP REYPAR;42000;2
B10681;6;6;0;0;RETEN 26X37X7 MQP REYPAR;6000;11
B10682;6;4;0;0;TAPON ACEITE DISCOVER 135 MQP REYPAR;6000;7
B10692;6;6;0;0;AGUJA CARBURADOR DISCOVER 125 MQP;5000;1
B10779;6;16;0;0;TAPON ACEITE BOXER BM 100;3000;3
B10790;6;11;0;0;ANILLOS 0.25 DISCOVER 135 MQP;15000;1
B10817;6;6;0;0;GUIAS CADENILLA PULSAR 200 NS MQP;18000;2
B10830;6;3;0;0;BALANCIN ADM PULSAR 200 NS JL511006 NS;18000;4
B10836;6;22;0;0;KIT VALVULAS PULSAR 200 NS MQP REYPAR;27000;5
B1086;6;18;0;0;BUJE PORTA PLATO ACTIV 110 VAOX;4000;6
B10860;6;22;0;0;ARBOL LEVAS MOTOCARRO MQP;55000;1
B10863;6;19;0;0;FILTRO ACEITE MOTOCARRO MQP;5000;4
B10869;6;12;0;0;KIT VALVULAS MOTOCARRO MQP;16000;2
B10870;6;30;0;0;KIT GUIAS CADENILLA MOTOCARRO 205;20000;2
B10871;6;10;0;0;VALVULAS MOTOCARRO RE205 MQP;16000;1
B10884;6;14;0;0;RETEN 10X18X5 PULSAR 200 MQP REYPAR;4000;7
B10885;6;3;0;0;RETEN 11X22X7 MQP;3000;6
B10899;6;2;0;0;VALVULA ESC DISCOVER 125 ST MQP 2X REYPAR;12000;1
B11015;6;17;0;0;GUIA CILINDRO BOXER CT 100 MQP REYPAR;1500;38
B20302700O;6;24;0;0;MORDAZA TRA PULSAR 200 NS CON BASE ENDURANCE AKT;187000;1
B20503528O;6;1;0;0;DISCO FRENO PULSAR 135 ENDURANCE RP AKT;112000;2
B20503928O;6;19;0;0;DISCO FRENO TRA PULSAR 180 UG ENDURANCE RP AKT;102000;1
B20508928O;6;2;0;0;DISCO FRENO TVS RTR DEL ENDURANCE RP AKT;119000;1
B30001;6;30;0;0;PEDAL CRANK PULSAR 135 REYPAR;48000;2
B30002;6;21;0;0;KIT REPARACION BOMBA PULSAR 135 LS/PULSAR 200NS MQP REYPAR;14000;17
B30010;6;17;0;0;MANIGUETA DER DISCOVER 135/PULSAR 135 JETAR;5000;4
B30032;6;4;0;0;EJE ABRE BANDAS TRA PULSAR/DISCOVER SRS REYPAR;6000;5
B30038;6;24;0;0;CAMPANA TRA BOXER CT 100 SORES REYPAR;98000;3
B30039;6;8;0;0;CAMPANA DEL BOXER CT 100 SRC REYPAR;109000;3
B30042;6;19;0;0;EJE ABRE BANDAS TRA DISCOVER 100 JETAR REYPAR;6000;8
B30088;6;25;0;0;KIT REPARACION BOMBA FRENO PULSAR 180/FZ 16 MQP REYPAR;12000;1
B30099;6;29;0;0;EJE ABRE BANDAS BOXER CT 100 MQP REYPAR;10000;6
B30101;6;1;0;0;LEVA FRENO BOXER CT 100 MQP REYPAR;6000;1
B30130;6;2;0;0;PORTA BANDAS DEL PLATINO 100 MQP REYPAR;49000;1
B30131;6;5;0;0;PORTA BANDAS TRA PLATINO 100/125 NEGRO MQP REYPAR;55000;2
B302280;6;13;0;0;MANIGUETA IZQ AKT 125EVO/RTX 150 LUXTAR;13000;1
B40101;6;15;0;0;PERA FRENO PULSAR 135 DTSI/WIND DEL MQP REYPAR;9000;15
B40102;6;15;0;0;PERA FRENO CUADRADA PULSAR MQP REYPAR;12000;18
B40112;6;15;0;0;CDI BOXER CT 100 1 PACHA CON CALBE DF111017 MQP REYPAR;19000;3
B40125;6;16;0;0;CAPUCHON BUJIA DISCOVER 135 SUPREME MQP REYPAR;6000;45
B40131;6;29;0;0;BASE MANIGUETA IZQ BOXER/PLATINO MQP REYPAR;17000;8
B40132;6;9;0;0;BASE MANIGUETA DER BOXER CT COMPLETO MQP REYPAR;22000;1
B40139;6;21;0;0;SWITCH BOXER BM 100 CLASSIC MQP REYPAR;19000;1
B40160;6;26;0;0;COMANDO DER MOTOCARRO MQP REYPAR;25000;2
B40261;6;27;0;0;CAPUCHON BUJIA PULSAR/DISCOVER VARROC REYPAR;6000;5
B40269;6;6;0;0;FLASHER BOXER/DISCOVER/PULSAR VARROC REYPAR;9000;1
B40274;6;5;0;0;REGULADOR BOXER BM/DISCOVER 100 VARROC REYPAR;40000;2
B40280;6;5;0;0;FLASHER PULSAR 180 UG/200 4 PATAS PLATINA VARROC REYPAR;18000;6
B44-H1940-00;6;16;0;0;RELAY YCZ 110 YAMAHA;29000;2
B50043;6;19;0;0;MANIGUETA IZQ BOXER BM CLASICA NEGRA JETAR REYPAR;8000;12
B50052;6;17;0;0;MANIGUETA IZQ BOXER CT CORTA JETAR REYPAR;9000;10
B50060;6;15;0;0;EJE DEL AGILITY 125 RS JETAR REYPAR;12000;1
B50063;6;21;0;0;EJE TRA PULSAR 180 UG/PULSAR 200/PULSAR 220 SRS REYPAR;25000;3
B50064;6;8;0;0;EJE TRA DISCOVER 100 SRS REYPAR;16000;3
B50074;6;23;0;0;EJE TRA PULSAR 135 SRS REYPAR;20000;5
B50080;6;18;0;0;KIT ARRASTRE BOXER PLATINO 100 14T-42T 120L REFORZADO MPS REYPAR;57000;36
B50087;6;27;0;0;KIT PIÑONES PULSAR 135 REYPAR;35000;48
B50088;6;25;0;0;KIT PIÑONES PULSAR 180 UG MPS REYPAR;36000;19
B50089;6;30;0;0;KIT PIÑONES PULSAR 200 NS MPS REYPAR;38000;19
B50091;6;24;0;0;KIT PIÑONES DISCOVER 125ST F14-R45 MPS REYPAR;33000;1
B50105;6;27;0;0;TENSOR CADENA BOXER CT 100 IZQ MQP REYPAR;3000;4
B50106;6;10;0;0;PORTA PLATO BOXER 100 CT MQP REYPAR;31000;2
B50107;6;10;0;0;CAUCHO CAMPANA BOXER CT 100 REYPAR;6000;2
B50124;6;25;0;0;PIÑON ATAQUE DISCOVER 125 ST MPS REYPAR;6000;5
B50127;6;1;0;0;PIÑON ATAQUE PULSAR 180 UG MPS REYPAR;9000;33
B50128;6;21;0;0;PIÑON ATAQUE PULSAR 135 15T MPS REYPAR;8500;109
B50129;6;16;0;0;PIÑON ATAQUE PULSAR 200 REYPAR;9000;38
B50177;6;10;0;0;KIT TIJERA PULSAR 180 SRS REYPAR;38000;5
B50194;6;4;0;0;PORTA PLATO BOXER CT 100 SRS REYPAR;41000;5
B50202;6;20;0;0;EJE TRA DISCOVER 150 ST REYPAR;21000;2
B50203;6;14;0;0;EJE TRA PULSAR 150 NS REYPAR;15000;2
B50204;6;24;0;0;EJE TRA PULSAR 160 NS REYPAR;19000;3
B60002JD113026;6;8;0;0;BASE REPOSAPIE PULSAR 135 LS IZQ MQP NEGRO REYPAR;109000;3
B60003JD113027;6;5;0;0;BASE REPOSAPIE PULSAR 135 DER MQP NEGRO REYPAR;108000;3
B60029;6;15;0;0;DIRECCIONAL PULSAR 135 LS IZQ CRISTAL MPS REYPAR XX8;12000;5
B60032;6;28;0;0;STOP BOXER BM JETAR REYPAR;23000;2
B60037;6;16;0;0;DIRECCIONAL BOXER BM MPS REYPAR XX1;9500;2
B60042;6;7;0;0;PATA LATERAL BOXER NEGRO SRS REYPAR;16000;3
B60043;6;2;0;0;CABRILLA BOXER CT 100 CROMADO SORES REYPAR;39000;3
B60044;6;3;0;0;CABRILA BOXER CT 100 NEGRO SRS REYPAR;35000;2
B60046;6;18;0;0;PATA LATERAL DISCOVER 125 ST SRS REYPAR;20000;7
B60047;6;13;0;0;PATA LATERAL PULSAR 135 REYPAR;21000;3
B60054;6;14;0;0;CABRILLA DISCOVER 125 ST NEGRO SRS REYPAR;38000;1
B60056;6;30;0;0;CABRILLA DISCOVER 125 ST CROMADO SRS REYPAR;49000;2
B60062;6;20;0;0;GUARDABARRO DEL PULSAR 135 NEGRO JETAR REYPAR;25000;1
B60067;6;8;0;0;TAPAS LATERALES BOXER CT NEGRO CALCOMANIA JETAR REYPAR;35000;1
B60069;6;6;0;0;TAPAS LATERALES BOXER CT NEGRO CALCOMANIA JETAR REYPAR;39000;1
B60085;6;21;0;0;GUARDABARRO DEL DISCOVER 125 ST NEGRO JETAR REYPAR;25000;5
B60305;6;6;0;0;DIRECCIONAL PULSAR I BLACK DEL/IZQ MPS REYPAR;11000;1
B60489;6;1;0;0;BASE MANIGUETA DER PULSAR 180 MQP REYPAR;5000;5
B60490;6;13;0;0;BASE MANIGUETA IZQ PULSAR I/200;11000;1
B60499;6;4;0;0;VISOR CARENAJE PULSAR 180 REYPAR;16000;1
B60510;6;20;0;0;SOPORTE POSAPIE TRA IZQ PULSAR II MQP;52000;1
B60519;6;20;0;0;TAPA TANQUE BOXER 100 CT MQP REYPAR;39000;1
B60523;6;6;0;0;STOP BOXER CT 100 REYPAR;20000;3
B60526;6;9;0;0;GUARDABARRO DEL DISCOVER 135 SRS REYPAR;25000;1
B60529;6;7;0;0;VISOR CARENAJE DISCOVER 135 SPORT MQP REYPAR;16000;7
B60601;6;11;0;0;TAPA TANQUE BOXER 100/BOXER BM 100 MQP REYPAR;21000;6
B60606;6;27;0;0;CANDADO TAPA LATERAL BOXER/PLATINO MQP REYPAR;9000;7
B60618;6;10;0;0;GUARDABARRO DEL BOXER CT/DISCOVER NEGRO REYPAR;20000;4
B60641;6;3;0;0;DIRECCIONAL PULSAR 200 NS DEL/DER MPS REYPAR;12000;5
B60646;6;14;0;0;BASE REPOSAPIE TRA PLATINO 100 DZ161033 DZ161034 REYPAR;55000;1
B60647;6;11;0;0;STOP PLATINO 100/125 REYPAR;21000;3
B60648;6;22;0;0;TAPA TANQUE PLATINO 100/125 MQP REYPAR;39500;2
B60651;6;16;0;0;REPOSAPIE DEL IZQ PULSAR 200 MQP REYPAR;15000;4
B60652;6;2;0;0;REPOSAPIE TRA/DER PULSAR 200 NS MQP REYPAR;15000;1
B60655;6;10;0;0;REPOSAPIE DEL IZQ PULSAR 200 NS MQP REYPAR;16000;5
B60656;6;26;0;0;REPOSAPIE DEL/DER PULSAR 200 NS MQP REYPAR;16000;3
B60658;6;1;0;0;ALETA TANQUE PULSAR 200 JL171046 DER  NS;45000;1
B60704;6;24;0;0;REPOSAPIE DISCOVER 125 ST TRA/DER JZ113032 MQP REYPAR;18000;1
B60705JZ-1130-31;6;28;0;0;REPOSAPIE DISCOVER 125 ST TRA/IZQ JZ113031 MQP REYPAR;18000;7
B60813;6;6;0;0;PATA LATERAL AGILITY 125 CON RESORTE/TORNILLO SRS REYPAR;29000;3
B60819;6;24;0;0;ESPEJOS PULSAR 135 10MM SORES REYPAR;18000;20
B60820;6;26;0;0;ESPEJOS PULSAR 200 NS SORES REYPAR;18000;99
B60822;6;8;0;0;ESPEJOS PULSAR 180 10MM SORES REYPAR;18000;19
B60VAFA011;6;26;0;0;VARILLA FRENO AKT TT 125 AKT XX19;10000;1
B6113802;6;13;0;0;DIRECCIONAL MOTOCARRO DEL IZQ XX9;15000;4
B6113803;6;5;0;0;DIRECCIONAL MOTOCARRO RE 205 XX9;20000;6
B72-F5440-00-KITH-G;6;15;0;0;KIT ARRASTRE FZ 2.0 NPC IMPORCALI;75000;4
B80175;6;9;0;0;BOMBILLO BAYONETA GRANDE 12V15W TRANSPARENTE;3000;43
B97-E8101-00;6;10;0;0;EJE CAMBIOS FZ 250/XTZ 250 YAMAHA;76000;2
B97-F582W-00;6;21;0;0;DISCO FRENO TRA FZ 250/FZ 2.0/R 15 V3 YAMAHA;163000;1
B97-H25;6;14;0;0;SWITCH FZ 250 TANAKA;35000;2
BA002;6;22;0;0;CUBIERTA VELOCIMETRO PULSAR 180 DIFEL;35000;1
BA0133;6;21;0;0;KIT VALVULAS DISCOVER 100S VITRIX;17000;4
BA11234;6;7;0;0;BALANCINES BEST 125/VIVAX 115 DELIZKA;20000;1
BA12804;6;30;0;0;BASE REPOSAPIE BOXER DEL DF161425 DELIZKA;55000;2
BA12816;6;28;0;0;BASE REPOSAPIE CRYPTON 110 DEL DELIZKA;40000;1
BA12835;6;16;0;0;BASE REPOSAPIE BEST DEL 43510-09G21 DELIZKA;64000;1
BA12865;6;4;0;0;BASE REPOSAPIE DEL FR 80 DELIZKA;62000;1
BA12870;6;28;0;0;BASE REPOSAPIE LIBERO 110 DEL 5C9-F7411-10 DELIZKA;74000;1
BA12881;6;28;0;0;BASE REPOSAPIE RX 115 4JF-F7411-00 DEL DELIZKA;55000;1
BA12892;6;30;0;0;BASE REPOSAPIE V 80 DEL DELIZKA;45000;1
BA13071;6;20;0;0;BARRAS DISCOVER 100S XCD 125 SPORT DELIZKA;149000;2
BA13102;6;24;0;0;BARRAS SZR 16 DELIZKA;165000;1
BA13170;6;27;0;0;BASE PUNZON AGILITY KEYMAN DELIZKA;13000;4
BA13180;6;14;0;0;BASE PUNZON AKT 125 KEYMAN DELIZKA;14000;1
BA13202;6;5;0;0;BASE PUNZON AX 100 KEYMAN DELIZKA;13000;5
BA132141;6;2;0;0;CUÑA LEVA CAMBIOS MOTOCARRO 3W 205 TORITO RE 205/175 AUTECO;5000;2
BA132171;6;11;0;0;COPA RUEDA DEL  MOTOCARRO 205 AUTECO;42000;2
BA132172;6;11;0;0;COPA DER EJE RUEDA RE 205 AUTECO;39000;6
BA132173;6;21;0;0;COPA EJE RUEDA MOTOCARRO RE 205D AUTECO;43000;2
BA13240;6;29;0;0;BASE PUNZON CRYPTON 110 KEYMAN DELIZKA;13000;3
BA13242;6;8;0;0;BASE PUNZON CRYPTON 115 KEYMAN DELIZKA;13000;3
BA13292;6;21;0;0;BASE PUNZON TS 125 DT 125 KEYMAN DELIZKA;9000;1
BA13330;6;24;0;0;BASE PUNZON YBR 125 KEYMAN DELIZKA;12000;2
BA13474;6;5;0;0;BASE REPOSAPIE AKT 110 TRA DER DELIZKA;30000;1
BA134757701023857185;6;4;0;0;BASE REPOSAPIE AKT 110 TRA IZQ DELIZKA;45000;1
BA13484;6;25;0;0;BASE REPOSAPIE BEST 125 TRA/DER DELIZKA;42000;1
BA171009;6;15;0;0;AMORTIGUADOR MOTOCARRO RE 205 TRA AUTECO;67000;1
BA6320;6;9;0;0;GUAYA FRENO AGILITY 125 DUNA;15000;5
BABER003NAL;6;23;0;0;BABERO FR 80/FR 100 AYCO;55000;3
BABER004NAL;6;9;0;0;BABERO V 80 MN AYCO;55000;7
BABER007NAL;6;14;0;0;BABERO BEST 125 IZQ NEUTRO AYCO;78000;2
BABER008NAL;6;22;0;0;BABERO BEST 125 DER NEUTRO AYCO;78000;2
BABER009NAL;6;19;0;0;BABERO VIVAX IZQ NEGRO AYCO;85000;3
BABER011NAL;6;12;0;0;BABERO VIVA/VIVAX 115 IZQ NEUTRO AYCO;49500;4
BABER012NAL;6;10;0;0;BABERO VIVA/VIVAX 115 DER NEUTRO AYCO;58000;1
BALANAGIL;6;12;0;0;BALANCINES AGILITY 125 EXXCEL PARTES;22000;1
BALANGN;6;29;0;0;BALANCINES GN 125 EXXCEL PARTES;15000;1
BALFZ;6;7;0;0;BALANCIN FZ 16 KAMILA;19000;4
BALI002;6;16;0;0;BALINES DIRECCION LIBERO/RX 115/FZ ARIZA;5000;1
BALI1;6;9;0;0;BALINERA 6204 CON GUARDAPOLVO;6000;12
BAM020;6;25;0;0;AMORTIGUADOR CRYPTON 110 I.BIKE;89000;1
BAN2524;6;14;0;0;PASTILLAS TRA PULSAR 200 NS/220/TX 660 LEN;8000;2
BAN2551;6;20;0;0;PASTILLAS BEST/VIVA EVOL LEN XX20;9000;5
BAN2554;6;28;0;0;PASTILLAS TS 125/GS 125/XTZ EVOL LEN XX24;9000;23
BAN2562;6;28;0;0;PASTILLAS AKT 110/ACTIVE EVOL LEN;9000;7
BAN2563;6;6;0;0;PASTILLAS TRA KLX 150 DR 200 EVOL LEN;10000;20
BAN2572;6;6;0;0;PASTILLAS XT225 EVOL;12000;12
BANDABES;6;20;0;0;BANDAS BEST CB 110 ACT JKM2 XX30Z;10000;14
BANDBEST;6;11;0;0;BANDAS CLUTCH BEST 125 EXXCEL PARTES;62000;2
BANDBIZ;6;5;0;0;BANDAS CLUTCH ACTIV 110/BIZ 100 EXXCEL PARTES;40000;2
BANDCRYP;6;8;0;0;BANDAS CLUTCH CRYPTON 110 EXXCEL PARTES;65000;2
BANDVIVX;6;4;0;0;BANDAS CLUTCH BEST 125 EXXCEL PARTES;62000;3
BAN-GN;6;19;0;0;BANDAS GN 125 JAPAN XX26;14000;38
BANSCOO;6;29;0;0;BANDAS CLUTCH SCOOTER/GY6 125 EXXCEL PARTES;75000;3
BANVI;6;3;0;0;BANDAS CLUTCH VIVA 115 EXXCEL PARTES;70000;2
BAPTAKD;6;25;0;0;BASE REPOSAPIE TRA DER AKT 110;20000;1
BAR2501;6;21;0;0;BARRAS CBF 150 EVO LEN;115000;1
BAR2502;6;30;0;0;BARRAS DISCOVER 100/DISCOVER 125+/XCD LEN;90000;19
BAR2504;6;6;0;0;BARRAS GN 125 EVOL LEN;125000;7
BAR2508;6;29;0;0;BARRAS AX 100 EVOL LEN;79000;1
BAR2514;6;20;0;0;BARRAS AKT 125 SL EVOL LEN;95000;4
BAR2517;6;4;0;0;BARRAS PULSAR 200 220 LEN;118000;2
BAR2531;6;28;0;0;BARRAS DISCOVER 100S COMPLETAS EVOL LEN IMPORTACIONES;245000;3
BARR125;6;5;0;0;BARRAS PULSAR 200 NS ENDURANCE;180000;4
BARY28000N;6;13;0;0;BASE REPOSAPIE CRYPTON 110 5G9-F7411-00 APM;55000;1
BARY30000N;6;26;0;0;BASE REPOSAPIE YBR 125 22P-F7411-00 APM;60000;1
BASD13400;6;7;0;0;BARRAS AKT 125 VAOX;129000;3
BASD13401;6;5;0;0;BARRAS AKT 125 SL VAOX;129000;2
BASD13403;6;18;0;0;BARRAS AKT 125 150 180 200 TTR VAOX;145000;7
BASD13440;6;19;0;0;BARRAS TVS 100 SPORT VAOX;109000;5
BASD13451;6;12;0;0;BARRAS BOXER CT 100 VAOX;112000;11
BASD13456;6;28;0;0;BARRAS PULSAR 135 VAOX;115000;6
BASD13457;6;22;0;0;BARRAS PULSAR 180 II VAOX;115000;5
BASD13504;6;6;0;0;BARRAS ECO DELUXE VAOX;139000;1
BASD13505;6;30;0;0;BARRAS NXR 125 BROSS/150 BROSS VAOX;125000;27
BASD13507;6;15;0;0;BARRAS XR 125/150 VAOX;139000;2
BASD13541;6;19;0;0;BARRAS AX 4T VAOX;89000;6
BASD13544;6;1;0;0;BARRAS GN 125H VAOX;134000;13
BASD13545;6;8;0;0;BARRAS GS 125 VAOX;119000;10
BASD13571;6;21;0;0;BARRAS BWS 125 VAOX;109000;2
BASD13573;6;15;0;0;BARRAS CRYPTON 115 VAOX;78000;1
BASD13576;6;21;0;0;BARRAS RX 115 VAOX;95000;1
BASD13579;6;11;0;0;BARRAS XTZ 125  MN 2014 2022 VAOX;164000;17
BASD13580;6;7;0;0;BARRAS LIBERO 125/YBR 125 ESD VAOX;135000;9
BASD13581;6;10;0;0;BARRAS YBR 125 SS VAOX;95000;2
BASD13582;6;24;0;0;BARRAS LIBERO 110 VAOX;99000;1
BASE001DU181070;6;14;0;0;CUBIERTA CARENAJE BOXER CT 100 DIFEL;25000;1
BASENS;6;27;0;0;BASE PUNZON PULSAR NS 200 DISCOVER 125+ CARBUPARTES;20000;1
BASIZQ;6;26;0;0;BASE POSAPIE PULSAR 180/II/BLACK IZQ DJ161130;14000;1
BASPDT;6;14;0;0;BASE PUNZON DT 125 EXXCEL PARTES;12000;5
BASREPAKT;6;10;0;0;BASE REPOSAPIE AKT 110 TRA/DER EXXCEL PARTES;35000;3
BASREPAKTI;6;11;0;0;BASE REPOSAPIE AKT 110 TRA/IZQ EXXCEL PARTES;39000;3
BASREPBES;6;1;0;0;BASE REPOSAPIE BEST 125 TRA/DER EXXCEL PARTES;43000;4
BASREPBESI;6;24;0;0;BASE REPOSAPIE BEST 125 TRA/IZQ EXXCEL PARTES;55000;1
BB73615;6;25;0;0;TAPA TANQUE GN 125 H DUNA;25000;3
BB9700;6;17;0;0;TAPA TANQUE AKT 110 DUNA;10000;2
BB9705;6;15;0;0;TAPA TANQUE AKT 125 SPORT MV DUNA;21000;3
BB9710;6;25;0;0;TAPA TANQUE AKT 125 NKD EVO NE DUNA;45000;1
