codigo;categoria;marca;nuevo;descuento;producto;precio;inventario
4006013;6;19;0;0;KIT CILINDRO LIBERO 125/YBR 125 MAPACHE;175000;2
4006018;6;3;0;0;KIT CILINDRO LIBERO 110 MAPACHE;195000;2
4006024;6;16;0;0;KIT CILINDRO CBF 125 MAPACHE;198000;1
4006025;6;13;0;0;KIT CILINDRO PULSAR 135 MAPACHE;198000;2
4006027;6;17;0;0;KIT CILINDRO XCD 125/PLATINO 125 MAPACHE;179000;3
4006028;6;11;0;0;KIT CILINDRO AGILITY 125 MAPACHE;159000;10
4006034;6;8;0;0;KIT CILINDRO DISCOVER 100S MAPACHE;165000;1
4006044;6;17;0;0;KIT CILINDRO CB 110 MAPACHE;169000;1
4006046;6;2;0;0;KIT CILINDRO BWS 125 MAPACHE;205000;2
4006061;6;4;0;0;KIT CILINDRO RX 115 MAPACHE;215000;1
4006089;6;21;0;0;KIT CILINDRO DISCOVER 125+ MAPACHE;175000;2
4006090;6;29;0;0;KIT CILINDRO PULSAR 150 NS MAPACHE;245000;2
4006092;6;1;0;0;KIT CILINDRO FZ 2.0 MAPACHE;215000;2
4006104;6;2;0;0;KIT CILINDRO BEST 125 MAPACHE;175000;5
4007;6;29;0;0;FILTRO AIRE TOP BOY FACTORY;7000;2
4007005;6;10;0;0;BOBINA ALTA AGILITY 125/DYNAMIC JET 4 MAPACHE;38000;2
4007007;6;22;0;0;BOBINA ALTA AKT 125 SL/EVO 125/TT 150/EVO 150 MAPACHE;28000;2
4007014;6;5;0;0;ARRANQUE AKT 125 SL/EVO 125 MAPACHE;119000;2
4007031;6;9;0;0;BOBINA ALTA AKT TT 125 MAPACHE;25000;2
4007035;6;30;0;0;ARRANQUE CBF 125/CBF 150 MAPACHE;102000;5
4007042;6;29;0;0;ARRANQUE BWS 100 MAPACHE;116000;2
4007043;6;21;0;0;ARRANQUE STORM VITRIX;85600;1
4007055;6;14;0;0;CORONA ENC XTZ 125/YBR 125 12N DOS PACHAS MAPACHE;85000;1
4007064;6;28;0;0;COMANDO IZQ AKT 3W AKT 180 MAPACHE;38000;1
4007078;6;27;0;0;CDI AX 4 MAPACHE;55000;2
4007082;6;5;0;0;REGULADOR AGILITY 125 MAPACHE;24000;1
4007091;6;10;0;0;ARRANQUE PULSAR 135 BOXER BM 150/XCD 125/DISCOVER 100/PULSAR 135/DISCOVER 125/DISCOVER 125 ST MAPACHE;109000;1
4008001;6;10;0;0;BOMBA ACEITE AGILITY 125 MAPACHE;24000;9
4008008;6;2;0;0;BALANCINES CBF 150 MAPACHE;87000;2
4008009;6;15;0;0;BALANCINES GN 125 MAPACHE;34000;1
4008011;6;6;0;0;BALANCINES AGILITY 125 MAPACHE;33000;4
4008019;6;8;0;0;BENDIX MOTOCARRO 175CC MAPACHE;80000;1
4008021;6;13;0;0;BALANCINES AKT DYNAMIC 125 MAPACHE;49000;2
4008022;6;1;0;0;BALANCINES STORM 125 MAPACHE;40000;1
4008027;6;26;0;0;BALANCINES ECO DELUXE MAPACHE;65000;2
4008051;6;12;0;0;BALANCINES CB 110 MAPACHE;69000;3
4008062;6;16;0;0;BALANCINES XCD 125 DISCOVER 100S MAPACHE;52000;9
4008063;6;12;0;0;BALANCINES FZ 16 MAPACHE;79000;1
4009028;6;22;0;0;CADENILLA REP 94L DISCOVER 125 ST MAPACHE;18000;1
4010004;6;24;0;0;KIT VALVULAS BEST 125/ VIVAX 115 MAPACHE;35000;1
4010018;6;28;0;0;KIT VALVULAS AKT 150 175 MAPACHE;20000;2
4010025;6;30;0;0;KIT VALVULAS BIZ 125 VITRIX;20000;1
4011017;6;26;0;0;CAJA CAMBIOS CBF 150 INVICTA HONDA;269000;1
401102;6;4;0;0;BASE PUNZON NXR 125 BROSS KEYMAN REMO;13000;9
4011031;6;20;0;0;CAJA CAMBIOS XCD 125/PULSAR 135/125 ST MAPACHE;228000;3
401109;6;16;0;0;BASE PUNZON AX 100 REMO;13000;5
401111;6;21;0;0;BASE PUNZON FR 80 KEYMAN REMO;13000;2
401114;6;28;0;0;BASE PUNZON DT 125 TS KMX 125 KEYMAN REMO;13000;3
401116;6;24;0;0;BASE PUNZON RX 115 KEYMAN REMO;13000;5
401117;6;4;0;0;BASE PUNZON V 80 KEYMAN REMO;13000;1
40112;6;10;0;0;GUAYA VELOCIMETRO FR 80 GUAAYS PARTES;12000;1
401126;6;21;0;0;BASE PUNZON AKT 200 SM KEYMAN REMO;13000;9
4-012;6;2;0;0;RESORTE BARRAS BOXER COLREMO;16000;1
4012002;6;4;0;0;BENDIX BIZ 100 MAPACHE;23000;2
4012005;6;22;0;0;BENDIX CBF 125/150 MAPACHE;75000;2
4012007;6;1;0;0;BENDIX AKT 110S MAPACHE;29000;2
4012019;6;14;0;0;BENDIX BWS 125 MAPACHE;68000;1
4013004;6;20;0;0;TENSOR CADENILLA BIZ 125 MAPACHE;25000;1
4013016;6;9;0;0;TENSOR CADENILLA FZ 16/SZ R MAPACHE;28000;4
4013019;6;7;0;0;TENSOR CADENILLA NEXT 115 CRYPTON 115 MAPACHE;27000;1
4,01E+12;6;18;0;0;BOMBILLO LED H4 12V NARVA MERLIN ELL07010;51000;9
4,01E+12;6;30;0;0;BOMBILLO STOP P21/5W NARVA MERLIN EEL05650;4000;17
4,01E+12;6;27;0;0;BOMBILLO UNA PATA TERMINAL PITO 55W 12V C1 NARVA MERLIN;9000;5
4,01E+12;6;18;0;0;BOMBILLO EXPLORADORA H3 55W 12V NARVA CDR;9000;3
4,01E+12;6;6;0;0;BOMBILLO TRICETA NARVA 35/35W P43T-38 EEL07900 AKT;16000;1
4015001;6;21;0;0;CORREA NEXT 115 MAPACHE;55000;1
4015003;6;3;0;0;CORREA AGILITY 125 MAPACHE;56000;1
4015004;6;10;0;0;CORREA BWS 100 MAPACHE;52000;2
4016004;6;1;0;0;KIT REPARACION BOMBA FRENO MOTOCARRO MAPACHE;14000;3
4016044;6;27;0;0;COPA EJE IZQ MOTOCARRO RE 205D UNA FAROLA MAPACHE;39000;3
4016045;6;10;0;0;COPA EJE DER MOTOCARRO RE 205D UNA FAROLA MAPACHE;39000;2
4016059;6;4;0;0;SWITCH MOTOCARRO 205 MAPACHE;27000;1
4016075;6;16;0;0;BOMBA ACEITE MOTOCARRO RE 205 TORITO MAPACHE;25000;1
4017;6;8;0;0;FILTRO AIRE AKT 125 SPORT FACTORY LOGISPART;6000;5
4018;6;6;0;0;FILTRO AIRE AKT FLEX 125 LOGISPART;8000;1
4018001;6;12;0;0;EJE SALIDA AKT CARGUERO 3W 180 MAPACHE;39000;2
4018002;6;6;0;0;EJE SALIDA AKT FLEX 125 MAPACHE;30000;1
4018003;6;20;0;0;EJE SALIDA BOXER CT 100 MAPACHE;52000;1
4018004;6;19;0;0;EJE SALIDA CBF 150 INVICTA MAPACHE;43000;1
4018006;6;12;0;0;EJE SALIDA AX 100 MAPACHE;59000;2
4018007;6;23;0;0;EJE SALIDA GN 125 H MAPACHE;40000;2
4018008;6;19;0;0;EJE SALIDA CRYPTON 110 MAPACHE;49000;2
4018019;6;1;0;0;EJE SALIDA ECO SPLENDOR MAPACHE;30000;2
4018024;6;14;0;0;EJE SALIDA NXR BROSS MAPACHE;48000;2
4018027;6;6;0;0;EJE SALIDA FZ 16 MAPACHE;69000;1
4019;6;4;0;0;FILTRO AIRE AKT 125 SL/NKD FACTORY LOGISPART;9000;1
4019004;6;17;0;0;CIGUEÑAL BWS 100 MAPACHE;169000;1
401XRE3N;6;17;0;0;RELAY CBF XRE 190/300 LEO TKRJ;30000;4
401YBRN;6;3;0;0;RELAY YBR 125/BWS 125 LEO TKRJ JOTAPARTES;24000;6
401YD5N;6;8;0;0;RELAY LIBERO 125 LEO TKRJ;25000;7
4020009;6;2;0;0;SWITCH VIVA 115/VIVAX 115 MAPACHE;38000;1
4020026;6;19;0;0;SWITCH CBF 150 MAPACHE;40000;2
4020031;6;20;0;0;SWITCH CRYPTON 110 MAPACHE;44000;2
4020033;6;27;0;0;SWITCH RX 115 MAPACHE;79000;1
4020034;6;11;0;0;SWITCH BWS 100 MAPACHE;65000;2
4020038;6;2;0;0;SWITCH BWS 125 MAPACHE;98000;1
4020042;6;12;0;0;SWITCH XTZ 125 MN MAPACHE;46000;1
4020044;6;30;0;0;SWITCH CRYPTON 115 MAPACHE;45000;6
4022;6;13;0;0;FILTRO AIRE BWS 100 FACTORY LOGISPART;8000;2
4024;6;13;0;0;FILTRO AIRE RX 100/RX 115 LOGISPART;8000;1
4025;6;3;0;0;FILTRO AIRE CRYPTON 110 LOGISPART;7000;1
4026;6;20;0;0;FILTRO AIRE YBR 125 SS ESPUMA FACTORY LOGISPART;9000;1
402DTK;6;3;0;0;BOBINA ENC DT 125/175 SPECIAL TKRJ;18000;4
402FR;6;3;0;0;BOBINA ENC AX 100/FR80/100/TSZ TKRJ;15000;2
402TSX;6;12;0;0;BOBINA ENC TS 125 12V TKRJ;15000;2
40300N290000;6;23;0;0;GUAYA ACELERADOR BENELLLI LEONCINO 250 AUTECO MOBILITY;26000;1
4031;6;21;0;0;FILTRO AIRE XTZ 125 LOGISPART;12000;2
4032;6;13;0;0;FILTRO AIRE LIBERO 110 FACTORY LOGISPART;8000;1
4033;6;13;0;0;FILTRO AIRE XT 225 LOGISPART;11000;1
403301;6;18;0;0;ARAÑA CLUTCH AKT 125/XL 185 KEYMAN REMO;80000;1
403302;6;30;0;0;ARAÑA CLUTCH DT 125 REMO;209000;1
403303;6;22;0;0;ARAÑA CLUTCH RX 115 KEYMAN REMO;198000;1
403307;6;9;0;0;PRENSA CLUTCH DT 125 REMO;450000;3
403308;6;4;0;0;PRENSA CLUTCH RX 115 KEYMAN REMO;425000;1
4034;6;19;0;0;FILTRO AIRE BWS 125 MEDIA LUNA FACTORY LOGISPART;10000;4
4035;6;15;0;0;FILTRO AIRE XTZ 250 LOGISPART;14000;2
4-036;6;8;0;0;RESORTE BARRA GN 125 COLREMO;38000;3
4038;6;8;0;0;GUAYA CLUTCH TRENZADA 3M MIROK ALMOTOS;1500;42
4038L;6;23;0;0;FILTRO AIRE DR 200 LOGISPART;9000;1
403AK5FP;6;5;0;0;BOBINA PULSORA AKT 125 FLEX LEO TKRJ;13000;1
403BCTPC;6;4;0;0;BOBINA PULSORA BOXER CT 100/PULSAR 180 TKRJ;15000;2
403CRIPP;6;24;0;0;BOBINA PULSORA CRYPTON 110 TKRJ;13000;2
403ECXP;6;30;0;0;BOBINA PULSORA ECO DELUXE TKRJ;12000;1
403XT25P;6;13;0;0;BOBINA PULSORA XT 225 LEO TKRJ;38000;1
403YW5P;6;3;0;0;BOBINA PULSORA BWS 125 LEO TKRJ;13000;2
4040;6;20;0;0;FILTRO AIRE AX 100 FACTORY LOGISPART;8000;6
4-040;6;8;0;0;RESORTE BARRA BOXER CT COLREMO;160000;1
40400K670100;6;11;0;0;GUAYA CLUTCH BENELLI TNT 150I AUTECO MOBILITY;24000;1
4-041;6;15;0;0;RESORTE BARRAS CB 110 COLREMO;16000;5
4042;6;21;0;0;FILTRO AIRE TS 125 FACTORY;8000;1
4-042;6;29;0;0;RESORTE BARRA CBF 125/150;16000;6
4043;6;26;0;0;FILTRO AIRE TS 185 LOGISPART;8000;1
4044;6;27;0;0;FILTRO AIRE FR 80/100 FACTORY LOGISPART;5000;4
4,04E+12;6;18;0;0;PASTILLAS DEL GS 125 FERODO AKT;21000;1
4,04E+12;6;19;0;0;PASTILLAS CBF 160 FERODO;26000;2
404DTKS;6;15;0;0;BOBINA LUCES DT 125/175 12V TKRJ;25000;6
40500L210001;6;21;0;0;COMANDO IZQ BENELLI TNT 150I AUTECO MOBILITY;58000;1
40500L210002;6;18;0;0;COMANDO IZQ BENELLI 180S AUTECO MOBILITY;52000;1
4,05E+12;6;3;0;0;BOMBILLO OSRAM FAROLA UNA PATA 35/35W LARGO CHOHO;14000;1
4-051;6;11;0;0;RESORTE BARRA GS 125 COLREMO;16000;1
405203;6;12;0;0;VALVULA SELLOMATIC EVERESTT HA BICICLETAS;4000;22
4060;6;17;0;0;FILTRO AIRE KMX 125 LOGISPART;9000;2
406001;6;18;0;0;BALANCINES  AKT 125/NXR 125 BROSS INF REMO;19000;4
40600L210002;6;23;0;0;COMANDO DER TRK 251 AUTECO GRUPO UMA;53000;1
40600L210004;6;28;0;0;COMANDO DER BENELLI 180S AUTECO MOBILITY;48000;1
407060060;6;21;0;0;BALINERA 6006 2RS RNV MERLIN;8000;12
407063040;6;5;0;0;BALINERA 6304 2RS RNV MERLIN;8000;25
407ACT10C;6;8;0;0;CORONA ENC ACTIV 110 TKRJ JOTAPARTES;75000;3
407AGRSN;6;25;0;0;CORONA ENC AGILITY RS/NAKED/XTREME 8 NUCLEOS TKRJ;80000;3
407CB10N;6;20;0;0;CORONA ENC CB 110 LEO JOTAPARTES;105000;1
407CB16N;6;18;0;0;CORONA ENC CB 160F 12 NUCLEOS  LEO TKRJ JOTAPARTES;105000;2
407CB5EN;6;8;0;0;CORONA ENC CB 125E LEO JOTAPARTES;105000;1
407CRIPN;6;27;0;0;CORONA ENC CRYPTON 110 LEO JOTAPARTES;95000;4
407FD5N;6;14;0;0;CORONA ENC BEST 125 8 NUCLEOS LEO TKRJ;89000;3
407GNHC;6;18;0;0;CORONA ENC GN 125 H/GS 125 18N TKRJ;94000;1
407GNHN;6;21;0;0;CORONA ENC GN 125 H/GS 125 LEO TKRJ;89000;4
407PULBN;6;11;0;0;CORONA ENC PULSAR II MOD 2009 LEO JOTAPARTES;80000;1
407PULN;6;28;0;0;CORONA ENC PULSAR 180 DTSI/BLACK TEC LEO TKRJ;80000;2
407PULUGN;6;16;0;0;CORONA ENC PULSAR 180 UG 8 NUCLEOS CON RAMAL LEO TKRJ;80000;2
407XRWTN;6;26;0;0;CORONA ENC XR 250 18 NUCLEOS TORNADO LEO TKRJ;103000;1
407XT25N;6;13;0;0;CORONA ENC XT 225 16 NUCLEOS TKR;130000;1
407XTZWN;6;10;0;0;CORONA ENC XTZ 250 12 NUCLEOS  LEO TKRJ;135000;1
407YBRN;6;29;0;0;CORONA ENC YBR 125 12N LEO TKRJ;80000;4
407YD5N;6;27;0;0;CORONA ENC LIBERO 125 LEO TKRJ;95000;4
407YFZN;6;13;0;0;CORONA ENC FZ 16 12 NUCLEOS  LEO TKRJ;80000;3
407YFZSN;6;15;0;0;CORONA ENC FZ 16 LEO TKRJ;105000;6
407YW5N;6;21;0;0;CORONA ENC BWS 125 18 NUCLEOS LEO TKRJ;105000;1
408145000;6;17;0;0;RODILLO 32206 JR KOYO MERLIN;68000;2
408408;6;17;0;0;BARRAS VIVA 115 KEYMAN REMO;157000;1
408741;6;28;0;0;NEOMATICO 90X90X19 GX MOTOR HA BICICLETAS;19000;14
408742;6;14;0;0;NEUMATICO 300X17 GX MOTOR HA BICICLETAS;15000;39
408744;6;19;0;0;NEUMATICO 275/300X18 GX HA BICICLETAS;16000;1
408746;6;26;0;0;NEUMATICO 400X8 VALVULA CURVA TR 87 HA BICICLETAS;16000;13
408752;6;4;0;0;NEUMATICO 300X21 GX MOTOR HA BICICLETAS;19000;28
408761;6;13;0;0;NEOMATICO 410X18 TRAZANO HA BICICLETAS;18500;92
408771;6;27;0;0;NEOMATICO 300X17 ZUBR HA BICICLETAS;14000;150
409340;6;24;0;0;VELOCIMETRO BWS 125 F.I EVERESTT HA BICICLETA;219000;1
409720;6;4;0;0;RIN 300X17 ALUMINIO DOBLE PESTAÑA EVERESTT HA BICICLETA;80000;3
409734;6;3;0;0;RIN 215X17 ALUMINIO NEGRO EVERESTT HA BICICLETAS;139000;2
409761;6;19;0;0;RIN 250X17 CROMADO EVERESST HA BICICLETA;68000;4
409774;6;3;0;0;RIN 185X17 ALUMINIO GRIS HA BICICLETAS;158000;2
409774N;6;27;0;0;RIN 185X17 ALUMINIO NEGRO HA BICICLETAS;158000;1
409816;6;14;0;0;RIN 185X17 ALUMINIO HA BICICLETAS;138000;2
409816N;6;15;0;0;RIN 185X17 NEGRO ALUMINIO HA BICICLETAS;138000;2
409824;6;8;0;0;RIN 140X17 ACERO EVERESTT HA BICICLETAS;69000;2
409826;6;27;0;0;RIN 185X17 EVERESTT HA BICICLETA;98000;1
409829;6;19;0;0;RIN 185X18 ACERO CROMADO EVERESTT HA BICICLETAS;105000;1
409834;6;25;0;0;RIN 215X17  ALUMINIO SILVER HA BICICLETAS;149000;4
409835;6;11;0;0;RIN 250X17 ALUMINIO T AER0DINAMICO GRIS HA BICICLETAS;175000;4
409835G;6;9;0;0;RIN 250X17 ALUMINIO TIPO T AER0DINAMICO GRIS HA BICICLETAS;149000;1
409836;6;7;0;0;RIN 215X17  ALUMINIO NEGRO HA BICICLETAS;135000;2
409836G;6;12;0;0;RIN 215X17 ALUMINIO SILVER HA BICICLETAS;135000;2
409838;6;23;0;0;RIN 215X17 ACERO GX HA BICICLETAS;95000;5
409841;6;21;0;0;RIN 185X17 GX CROMADO HA BICLICLETAS;75000;2
409842;6;13;0;0;RIN 140X18 ACERO GX HA BICICLETAS;64000;13
409843;6;24;0;0;RIN 160X18 CROMADO GX MOTOR HA BICICLETAS;89000;2
409847N;6;5;0;0;RIN 215X18 ALUMINIO NEGRO AERODINAMICO HA BICICLETAS;179000;4
409853;6;6;0;0;RIN 185X17 CROMADO YAHOSUKA HA BICICLETAS;98000;9
409855;6;27;0;0;RIN 160X18 ACERO YAHOSUKA HA BICICLETAS;89000;1
409856;6;2;0;0;RIN 185X18 CROMADO YAHOSUKA HA BICICLETAS;107000;1
409859;6;25;0;0;RIN 185X19 NEGRO GX HA BICICLETAS;83000;2
409861;6;7;0;0;RIN 160X17 ACERO NEGRO YAHOSUKA HA BICICLETAS;69000;1
409867;6;27;0;0;RIN 215X18 NEGRO GX MOTOR HA BICICLETAS;88000;1
40J001;6;30;0;0;KIT RETENES ECO + SIN C 70/C 90 ARRANQUE DARROW;15000;1
40J003;6;5;0;0;KIT RETENES CB 110 DARROW;14000;9
40J006;6;28;0;0;KIT RETENES CBF 125/CBF 150/XR 150/MRX 150 DARROW;15000;16
40J007;6;1;0;0;KIT RETENES NXR BROS DARROW;19000;7
40J009;6;25;0;0;KIT RETENES XR 250 TORNADO DARROW;16000;2
40J011;6;28;0;0;KIT RETENES AX 100 2T/AK 100S DARROW;23000;2
40J013;6;22;0;0;KIT RETENES AKT 3W 180 DARROW;25000;3
40J014;6;8;0;0;KIT RETENES BOXER/PLATINO 100 DARROW;17000;4
40J017;6;13;0;0;KIT RETENES V 80 DARROW;19000;1
40J020;6;3;0;0;KIT RETENES RX 115 DARROW;25000;1
40J021;6;25;0;0;KIT RETENES AKT 200 SM DARROW;18000;1
40J027;6;12;0;0;KIT RETENES FR 80/100 DARROW;20000;4
40J038;6;8;0;0;KIT RETENES KLX 150 WIND 125 DARROW;14000;15
40J039;6;9;0;0;KIT RETENES PULSAR 180 UG DARROW;19000;1
40J040;6;30;0;0;KIT RETENES PULSAR 200 NS/PULSAR 200 AS DARROW;25000;4
40J042;6;23;0;0;KIT RETENES TVS 100 SPORT DARROW;20000;7
40J043;6;1;0;0;KIT RETENES TVS RTR 160 180 APACHE DARROW;16000;4
40J046;6;20;0;0;KIT RETENES DISCOVER 125/135 DARROW;17000;1
40J048;6;28;0;0;KIT RETENES MOTOCARRO 205 DARROW;15000;4
40J053;6;19;0;0;KIT RETENES VIVA VIVAX BEST 125 DARROW;14000;3
40J055;6;19;0;0;KIT RETENES GN 125/GS 125 DARROW;14000;7
40J056;6;2;0;0;KIT RETENES AX 4 DARROW;14000;3
40J062;6;30;0;0;KIT RETENES AKT 110/FLEX 125 DARROW;18000;2
40J064;6;15;0;0;KIT RETENES DT 125/175 DARROW;22000;2
40J065;6;8;0;0;KIT RETENES XTZ 250 FZ 250 DARROW YAMAHA;17000;7
40J067;6;15;0;0;KIT RETENES BEST/VIVA R 115 DARROW;15000;10
40J075;6;15;0;0;KIT RETENES CRIPTON 110 DARROW;15000;13
40J076;6;20;0;0;KIT RETENES AKT DYNAMIC 125 TODOS LOS MODELOS DARROW;26000;3
40J078;6;3;0;0;KIT RETENES XLR 125 DARROW;20000;7
40J079;6;25;0;0;KIT RETENES CRYPTON 115 DARROW;14000;4
40J081;6;17;0;0;KIT RETENES AGILITY 125/FLY 125/TWIST 125 DARROW;26000;6
40J083;6;3;0;0;KIT RETENES ELITE 125 DARROW;14000;3
40J084;6;22;0;0;KIT RETENES BWS 100 DARROW;20000;2
40J085;6;21;0;0;KIT RETENES BWS 125 DARROW;30000;11
40J086;6;13;0;0;KIT RETENES DR 200 DARROW;15000;3
40J088;6;7;0;0;KIT RETENES GS 150R DARROW;19000;4
40J099;6;18;0;0;KIT RETENES GS 150X GIXXER 150 DARROW;15000;4
40J105;6;19;0;0;KIT RETENES BOMBA DT 125/RX 115 DARROW;13000;7
40J113;6;16;0;0;KIT RETENES HAYATE 110 DARROW;18000;4
40J120;6;10;0;0;KIT RETENES XR 190 DARROW;15000;3
40J122;6;25;0;0;RETEN BARRA GIXXER 150 41X53.5X11 X2 DARROW;15000;5
40J124;6;11;0;0;KIT RETENES AKT 3W CAJA REVERSA DARROW;29000;10
40J125;6;8;0;0;KIT RETENES NAVI DIO DARROW;25000;4
40J127;6;30;0;0;KIT RETENES GIXXER 150 DARROW;25000;1
40J128;6;11;0;0;KIT RETENES CERONTE TRICARGO DARROW;44000;3
40J130;6;29;0;0;KIT RETENES VICTORY BOLD 125 DARROW;18000;2
40j132;6;23;0;0;KIT RETENES VICTORY BOMBER 150 DARROW;20000;2
40J133;6;27;0;0;KIT RETENES VICTORY BOMBER 125 DARROW;18000;2
40J135;6;26;0;0;KIT RETENES VICTORY MRX 125/150 DARROW;21000;7
40J136;6;18;0;0;KIT RETENES VICTORY NITRO 150 DARROW;15000;2
40J138;6;30;0;0;KIT RETENES VICTORY NITRO 125 DARROW;15000;2
40J139;6;3;0;0;KIT RETENES VICTORY ADVANCE 125R DARROW;18000;2
40J142;6;28;0;0;KIT RETENES VICTORY ONE 110 ST SILVER DARROW;15000;6
40J143;6;7;0;0;KIT RETENES VICTORY ONE 100 ST/SILVER DARROW;15000;2
40J146;6;16;0;0;KIT RETENES VICTORY ADVANCE 110 DARROW;16000;2
40J149;6;25;0;0;KIT RETENES TVS 125 FLAME DARROW;15000;5
40R001;6;3;0;0;RETEN 17X29X5 PIÑON ATAQUE DARROW;4000;14
40R003;6;27;0;0;RETEN 26X38X5 PIÑON ATAQUE DARROW;5000;6
40R004;6;17;0;0;RETEN 17X25X4 CRANK DT DARROW;3000;15
40R005;6;4;0;0;RETEN 11.6X24X10 NGX SPLENDOR DARROW;4000;6
40R006;6;15;0;0;RETEN 12X21X4 DARROW;4000;14
40R007;6;2;0;0;RETEN 25X40X8 DT 125 DARROW;4000;7
40R008;6;5;0;0;RETEN 20X34X7 SALIDA AKT 125/150 DARROW;5000;11
40R010;6;4;0;0;RETEN 25X40X7 PIÑON SALIDA TS 100 DARROW;5000;9
40R013;6;25;0;0;RETEN 12X22X9 CAMBIOS GS 125 DARROW;4000;1
40R015;6;30;0;0;RETEN 26X52X7 AX DER DARROW;7000;32
40R016;6;5;0;0;RETEN 12X22X5 CAMBIOS FS 80/YBR/CRYPTON110 DARROW;3000;1
40R019;6;18;0;0;RETEN 20X40X7 DARROW;3000;9
40R020;6;27;0;0;RETENEDOR 20X40X8;4000;3
40R022;6;12;0;0;RETEN 28X40X8 CIGUEÑAL DER RX DARROW;5000;9
40R023;6;21;0;0;RETEN 18.9X30X5 CIGUEÑAL IZQ C 70/C 90 DARROW;5000;50
40R024;6;22;0;0;RETEN 22X32X5.5 PIÑON SALIDA BOXER 100 DARROW;5000;4
40R026;6;10;0;0;RETEN 15X26X6 CRANK CRYPTON DARROW;5000;12
40R027;6;21;0;0;RETEN 20X37X8 TS 125 DARROW;5000;9
40R028;6;23;0;0;RETEN 25X37X6 KW 100/GTO 100 DARROW;6000;7
40R029;6;3;0;0;RETEN 31X43X10.5 DARROW;5000;2
40R030;6;5;0;0;RETEN 27X39X10.5 DARROW;6000;19
40R031;6;19;0;0;RETEN 50X63X11 AKT 3W 180 DARROW;12000;11
40R032;6;23;0;0;RETEN 32X43X10 TS 125 DARROW;8000;6
40R034;6;1;0;0;RETEN 26X37X10.5 DARROW;8000;24
40R035;6;14;0;0;RETEN 5.5X16X8 CLUTCH AX 100/AX 115 DARROW;5000;5
40R036;6;13;0;0;RETEN 12X18X5 YBR 125 DARROW;5000;7
40R037;6;23;0;0;RETEN 12X20X5 CLUTCH BOXER DARROW;4000;2
40R038;6;11;0;0;RETEN 14X22X5 CAMBIOS CB 110/CBF 150 DARROW;5000;13
40R040;6;3;0;0;RETEN 20X38X5 V 80/LIBERO/YBR DAROOW;5000;7
40R042;6;20;0;0;RETEN 26X37X7 PULSAR/DISCOVER DARROW;5000;15
40R043;6;23;0;0;RETEN 34X50X7 CIGUEÑAL IZQ AKT 125 DARROW;7000;13
40R044;6;9;0;0;RETEN 4.8X22X7 DARROW;3000;26
40R045;6;2;0;0;RETEN 32X44X10.5 GN 125 DARROW;7000;33
40R047;6;16;0;0;RETEN 10X21X5 DARROW;4000;28
40R048;6;7;0;0;RETEN 20X32X6 DARROW;6000;1
40R049;6;30;0;0;RETEN 30X42X4.5 VOLANTE AKT 110/FLEX 125 DARROW;6000;9
40R050;6;15;0;0;RETEN 27X40X6 GS 125 DARROW;5000;14
40R051;6;6;0;0;RETEN 6X25X6 CIGUEÑAL CRYPTON DARROW;4000;14
40R054;6;23;0;0;RETEN 10X18X5 LEVA CLUTCH BOXER DARROW;5000;36
40R056;6;8;0;0;RETEN 12X21X7 VOLANTE GN DARROW;4000;11
40R057;6;2;0;0;RETEN 14X24X6 RX 100/115 DARROW;4000;8
40R058;6;10;0;0;RETEN 15X25X7 DARROW;4000;20
40R059;6;7;0;0;RETENEDOR 17X30X7 VIVA 115/BEST 125 DARROW;4000;11
40R061;6;11;0;0;RETEN 20X30X4.5 CRANK YBR 125 DARROW;5000;3
40R062;6;9;0;0;RETEN 13.8X24X5 CRANK CD 100 DARROW;4000;11
40R063;6;18;0;0;RETEN 20X35X7 PIÑON ATAQUE CRYPTON DARROW;5000;3
40R064;6;24;0;0;RETEN 22X38X6 CIGUEÑAL BWS IZQ DARROW;6000;13
40R065;6;8;0;0;RETEN 24X40X7 VOLANTE PULSAR DARROW;4000;9
40R066;6;22;0;0;RETEN BARRA 27X37X10.5 AKT 125 SPORT/NKD 125 DARROW;10000;8
40R067;6;14;0;0;RETEN 30X42X10.5 BARRAS RX/BOXER/ECO DARROW;7000;10
40R068;6;20;0;0;RETEN 18.5X28X7 CRANK DISCOVER 125/135 DARROW;4000;16
40R069;6;20;0;0;RETEN BARRA 41X53X10.5 FZ 16 DARROW;8000;2
40R070;6;8;0;0;RETEN 4.8X25X5.5 VARILLA CLUTCH DARROW;7000;6
40R073;6;12;0;0;RETENEDOR 18.9X28X5 C100 BIZ/ECO 100/SPLENDOR  DARROW;5000;9
40R074;6;5;0;0;RETEN 10X18X6 DARROW;5000;3
40R078;6;10;0;0;RETEN 12X24X5 ARUSU;3000;1
40R085;6;26;0;0;RETEN 19.8X30X5 CRANK AGILITY 125 DARROW;5000;3
40R086;6;12;0;0;RETENEDOR 20X28X4;4000;12
40R088;6;12;0;0;RETEN 20X34X4.5 LIBERO 125 DARROW;6000;34
40R089;6;20;0;0;RETEN 20X35X5 AKT 115/CRYPTON 115 DARROW;5000;14
40R090;6;26;0;0;RETEN 20X40X6 PIÑON ATAQUE GS 150R DARROW;6000;10
40R094;6;19;0;0;RETEN 25X35X6 CAMBIOS BWS 2T DARROW;4000;2
40R095;6;15;0;0;RETEN 25X40X6 PIÑON ATAQUE XTZ 250 DARROW;4000;7
